BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,Breadth3d (?m) ,Length3d (?m) ,Width3d (?m) ,Thickness3d (?m) ,a,b,c,EqDiameter,Area3d (?m^2) ,Volume3d,OrientationPhi,OrientationTheta,Shape_VA3d,Sphericity,index
34410.4,22934.2,4421.86,283.389,341.225,257.148,258.552,341.225,258.552,257.148,254.443,200637,8.63E+06,60.5266,-13.5576,0.959934,1.01372,168
50832.9,8235.33,4468.08,351.719,386.809,250.998,220.414,386.809,250.998,220.414,274.678,241607,1.09E+07,17.3306,-29.6244,1.05909,0.981046,169
48386.9,8292.62,4425.9,204.778,298.859,189.845,175.853,298.859,189.845,175.853,185.437,103946,3.34E+06,32.8089,-132.016,0.890823,1.03929,170
16822.6,8941.7,4560.26,449.644,1052.19,408.952,364.299,1052.19,408.952,364.299,477.589,926126,5.70E+07,69.2874,93.116,2.15893,0.773726,171
5752.87,10680.8,4525.21,348.203,442.895,285.845,277.865,442.895,285.845,277.865,311.717,319090,1.59E+07,30.7276,130.629,1.14215,0.956663,172
47618.4,11261.2,4369.77,90.8126,152.395,71.3864,63.0404,152.395,71.3864,63.0404,92.7185,21670.3,417347,45,-90,0.516588,1.24629,173
32097.1,12065.6,5637.06,2562.26,3196.21,1605.91,1670.59,3196.21,1670.59,1605.91,1744.48,1.71E+07,2.78E+09,83.9222,-55.529,5.76857,0.557584,174
35163.5,21613.4,4437.79,287.443,357.336,277.434,244.911,357.336,277.434,244.911,258.482,210267,9.04E+06,61.7825,-45.9974,1.00526,0.998252,175
27226.2,7292.65,4891.96,823.139,1102.34,721.32,717.652,1102.34,721.32,717.652,800.823,2.18E+06,2.69E+08,42.4473,-7.45186,1.25882,0.926146,176
20596.6,8549.54,4404.31,152.142,190.391,61.9024,63.7169,190.391,63.7169,61.9024,116.818,39253.6,834695,90,90,0.767593,1.09217,177
32960.7,10070.4,4710.67,607.107,738.545,486.344,456.77,738.545,486.344,456.77,518.945,920130,7.32E+07,54.2516,74.0892,1.28638,0.919482,178
40653.5,9866.39,4764.87,779.721,1228.64,406.184,263.362,1228.64,406.184,263.362,520.584,1.20E+06,7.39E+07,46.4835,-146.684,2.80842,0.708782,179
37867.9,11368.9,4480.51,180.889,298.358,147.884,122.249,298.358,147.884,122.249,165.301,85912.5,2.36E+06,37.6311,-162.106,1.00246,0.999182,180
41157.1,11600.5,4562.48,282.875,401.053,250.943,265.152,401.053,265.152,250.943,272.31,236712,1.06E+07,17.1512,-131.582,1.04912,0.984142,181
32203.3,13549.7,4430.22,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,182
36429.9,20644.7,4470.93,188.946,232.542,161.631,144.127,232.542,161.631,144.127,154.942,72865.3,1.95E+06,69.3105,174.48,0.901781,1.03506,183
15498.7,7471.7,4613.55,359.231,422.632,339.446,319.986,422.632,339.446,319.986,326.5,333649,1.82E+07,39.453,116.519,0.988828,1.00375,184
51138.3,8100.47,4578.75,239.414,314.512,192.478,167.215,314.512,192.478,167.215,199.756,133548,4.17E+06,16.1295,-96.9639,1.2091,0.93867,185
7108.62,10666.4,4549.09,298.367,397.314,283.225,253.722,397.314,283.225,253.722,262.399,223681,9.46E+06,49.6265,72.606,1.10577,0.967042,186
14241.7,7492.68,4709.63,457.476,539.18,387.823,376.845,539.18,387.823,376.845,400.619,511592,3.37E+07,29.3085,73.3458,1.04457,0.985571,187
51061.4,8836.14,4722.69,460.086,539.97,388.748,387.157,539.97,388.748,387.157,408.2,538456,3.56E+07,16.3112,-125.374,1.08834,0.972176,188
32980.5,9430.4,4507.94,60.9199,114.147,71.4004,52.2807,114.147,71.4004,52.2807,80.9971,15146.6,278232,90,0,0.396898,1.36074,189
50838.3,9704.28,4507.94,166.336,219.412,67.0753,63.7169,219.412,67.0753,63.7169,122.977,45772.8,973811,90,-30.4727,0.894173,1.03799,190
43508.7,16270,4514.42,193.109,411.901,113.459,103.976,411.901,113.459,103.976,161.994,99036.6,2.23E+06,86.2339,-41.0187,1.73357,0.83244,191
33678,23603.4,4626.81,269.695,322.942,260.513,244.515,322.942,260.513,244.515,238.405,175527,7.09E+06,52.8433,-31.8565,0.94992,1.01727,192
35575,7017.29,4589.36,136.441,179.306,113.459,125.017,179.306,125.017,113.459,122.977,41245.4,973811,35.2644,135,0.654224,1.15193,193
13701.5,9289.76,4604.17,140.675,191.373,127.716,122.349,191.373,127.716,122.349,122.977,42792,973811,22.5595,160.929,0.73061,1.11029,194
36996.2,12411.8,4631.5,177.776,210.685,150.576,162.824,210.685,162.824,150.576,151.161,65797.7,1.81E+06,90,0,0.770086,1.09099,195
46063.9,12902,4559.76,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,196
33042,24422.8,4734.28,448.054,496.046,405.617,423.617,496.046,423.617,405.617,398.956,503548,3.32E+07,31.6408,16.1045,1.02122,0.993024,197
19616.4,7146.54,4723.17,325.987,399.473,277.919,240.072,399.473,277.919,240.072,289.161,268011,1.27E+07,80.7429,93.886,1.06212,0.980113,198
15657.2,8674.61,4701.8,277.08,345.931,226.918,242.705,345.931,242.705,226.918,248.849,194355,8.07E+06,72.3587,122.489,0.997068,1.00098,199
15466.9,9119.51,4686.41,250.979,390.568,226.918,236.589,390.568,236.589,226.918,242.991,181399,7.51E+06,65.8025,116.786,0.935214,1.02258,200
25661.3,11887.8,4842.2,358.939,624.665,357.306,333.173,624.665,357.306,333.173,378.445,496342,2.84E+07,30.1538,-144.196,1.34239,0.906513,201
41227.8,19707.1,4611.57,91.9973,151.404,61.9024,61.7157,151.404,61.9024,61.7157,92.7185,21665.8,417347,90,45,0.516269,1.24655,202
47722,7172.27,4841.86,282.048,530.57,242.057,200.891,530.57,242.057,200.891,278.156,268629,1.13E+07,29.2047,-30.0861,1.34985,0.90484,203
42232.1,8337.15,5098.64,999.269,1402.49,563.246,501.849,1402.49,563.246,501.849,629.751,1.91E+06,1.31E+08,81.7206,-54.3732,3.60968,0.651894,204
15037.2,9517.95,4736.64,211.625,292.255,203.936,186.575,292.255,203.936,186.575,197.511,120491,4.03E+06,44.8472,112.526,0.950312,1.01713,205
48549,11262.6,4715.2,213.044,301.996,193.404,165.987,301.996,193.404,165.987,187.978,107911,3.48E+06,63.0339,102.585,0.918581,1.02871,206
44483.5,15726,4663.39,124.704,151.404,61.9024,61.7157,151.404,61.9024,61.7157,102.05,27200.1,556463,90,0,0.574627,1.20283,207
35312.2,20065.5,4737.87,241.774,341.218,148.535,105.71,341.218,148.535,105.71,161.994,96016,2.23E+06,81.9448,-35.247,1.57974,0.858627,208
37152.6,20039.5,5090.41,473.382,835.25,396.282,375.765,835.25,396.282,375.765,461.107,789513,5.13E+07,10.5954,62.8167,1.65128,0.846045,209
34661,23444.7,4718.66,177.475,239.224,142.018,142.353,239.224,142.353,142.018,158.546,73319.3,2.09E+06,45,1.40E-06,0.800327,1.07707,210
21836,8580.63,4864.78,400.843,430.123,370.067,356.206,430.123,370.067,356.206,341.578,368823,2.09E+07,68.3632,72.7199,1.01875,0.993827,211
45801.6,10497.5,4789.69,248.165,327.058,191.776,203.55,327.058,203.55,191.776,204.1,128778,4.45E+06,43.7029,-99.741,0.952846,1.01623,212
31445.9,13583.2,4887.48,485.062,640.069,376.545,367.909,640.069,376.545,367.909,417.551,594487,3.81E+07,78.1594,-48.8311,1.27856,0.921354,213
34536.4,22158.5,4871.31,358.844,486.989,346.302,315.395,486.989,346.302,315.395,346.811,388230,2.18E+07,70.3661,64.4862,1.08459,0.973297,214
33674.4,25476.3,4823.34,231.818,323.618,244.064,220.724,323.618,244.064,220.724,230.345,165725,6.40E+06,59.8407,-14.6382,0.982742,1.00582,215
38281.4,11866.8,7670.43,6010.52,9479.02,3672.53,3495.19,9479.02,3672.53,3495.19,3082.65,1.16E+08,1.53E+10,52.1246,150.146,59.3629,0.256347,216
37954.8,12457.3,4857.69,170.11,253.135,140.882,129.217,253.135,140.882,129.217,147.181,63810.5,1.67E+06,11.6681,167.169,0.824345,1.06651,217
43369.5,15803.7,4767.02,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,218
51756.2,7009.88,4929.87,129.577,283.654,115.023,87.9735,283.654,115.023,87.9735,122.977,47760.4,973811,12.433,20.6907,1.01579,0.994793,219
42865.3,7172.68,5017.16,492.555,669.051,395.884,372.702,669.051,395.884,372.702,425.525,648785,4.03E+07,79.3587,131.99,1.48355,0.876798,220
21082.7,7492.35,4896.94,308.094,363.581,232.091,241.561,363.581,241.561,232.091,261.106,210582,9.32E+06,77.3884,127.575,0.950408,1.0171,221
21799.1,7871.8,4944.57,314.12,365.251,304.22,272.227,365.251,304.22,272.227,271.111,228615,1.04E+07,69.6729,89.2956,0.970478,1.01004,222
33252.5,9844.93,4818.83,110.545,167.997,61.9024,65.9759,167.997,65.9759,61.9024,102.05,28185,556463,90,90,0.639336,1.1608,223
31366.7,10440.6,5252.82,907.36,1249.23,866.558,859.331,1249.23,866.558,859.331,838.013,2.81E+06,3.08E+08,77.4321,-22.8303,2.05869,0.786085,224
20786.9,10889.4,5102.43,737.871,1032.91,632.156,618.646,1032.91,632.156,618.646,660.393,1.49E+06,1.51E+08,73.6054,72.0242,1.29395,0.917686,225
36583.6,12896.3,4882.16,238.739,293.844,225.212,202.358,293.844,225.212,202.358,192.862,117510,3.76E+06,43.7397,164.869,1.01694,0.994415,226
37269.8,13080.2,5194.27,486.738,747.656,316.9,234.551,747.656,316.9,234.551,311.717,437957,1.59E+07,22.1551,143.23,2.9531,0.697013,227
19923,7202.34,4896.56,141.384,205.693,113.459,130.549,205.693,130.549,113.459,138.503,55281.8,1.39E+06,77.6322,77.3335,0.771867,1.09015,228
43107,7675.59,4960.46,182.343,262.678,161.13,140.73,262.678,161.13,140.73,158.546,78796.5,2.09E+06,36.2826,-81.2523,0.993419,1.0022,229
46637.1,8131.78,4925.7,188.946,232.542,160.054,169.613,232.542,169.613,160.054,161.994,78516.4,2.23E+06,54.7356,-45,0.863844,1.05,230
41011.9,9443.36,4913.83,245.55,277.788,179.931,150.717,277.788,179.931,150.717,185.437,109000,3.34E+06,57.0771,-74.0217,1.02718,0.991101,231
12531.3,10008.1,5223.98,596.514,797.476,416.899,411.034,797.476,416.899,411.034,447.373,835240,4.69E+07,58.0518,-160.192,2.34406,0.752796,232
29552.6,11632,4966.79,304.956,501.275,278.474,289.029,501.275,289.029,278.474,288.098,276755,1.25E+07,78.0576,-113.762,1.19563,0.942181,233
38638.7,12582.9,4948.37,242.517,384.936,228.293,220.121,384.936,228.293,220.121,236.837,179844,6.96E+06,53.8437,-67.2706,1.06302,0.979836,234
30940.3,12623.5,4870.65,148.747,261.358,72.2482,63.1228,261.358,72.2482,63.1228,128.575,52292,1.11E+06,90,-23.1986,1.02075,0.993176,235
44452.8,16719.5,4958.61,245.237,384.619,212.716,191.333,384.619,212.716,191.333,225.224,165418,5.98E+06,73.8344,-34.891,1.11843,0.963379,236
38596.4,23067.4,5085.71,416.135,476.354,383.661,373.798,476.354,383.661,373.798,379.678,452746,2.87E+07,42.8177,-33.936,0.999134,1.00029,237
16965.2,7203.72,5116.26,484.298,835.088,450.914,425.061,835.088,450.914,425.061,464.415,757271,5.24E+07,55.7625,142.881,1.39594,0.894769,238
21446.9,7358.56,5094.54,366.826,428.019,361.965,340.538,428.019,361.965,340.538,328.974,342219,1.86E+07,73.1718,-42.9477,1.01976,0.993499,239
19197,9818.43,5021.38,313.266,390.568,278.474,280.082,390.568,280.082,278.474,285.948,254325,1.22E+07,57.6227,140.364,0.970501,1.01003,240
6962.49,11066.8,5060.36,300.658,349.548,250.465,228.928,349.548,250.465,228.928,254.443,205851,8.63E+06,41.8139,86.8809,1.03674,0.988045,241
35170,25315,5057.06,332.347,396.207,279.494,261.787,396.207,279.494,261.787,279.296,246882,1.14E+07,19.1437,-164.033,1.02243,0.992634,242
17352.4,9204.82,5093.61,334.462,420.679,332.065,306.582,420.679,332.065,306.582,297.398,281964,1.38E+07,76.5237,-79.4587,1.04498,0.985442,243
32502.9,9864.63,5111.48,335.217,423.503,268.651,304.176,423.503,304.176,268.651,266.203,241752,9.88E+06,83.1321,99.4146,1.28053,0.920881,244
15466.3,9943.74,5041.76,243.532,333.304,229.655,205.862,333.304,229.655,205.862,225.224,158639,5.98E+06,55.6269,81.3535,0.986485,1.00455,245
46590.9,9933.75,5080.13,311.745,362.27,281.456,272.429,362.27,281.456,272.429,264.947,218458,9.74E+06,44.0767,-113.8,0.972078,1.00948,246
44476.5,10245.3,5077.91,272.429,356.677,251.543,260.395,356.677,260.395,251.543,259.801,208086,9.18E+06,36.4132,-101.055,0.945008,1.01903,247
13362.3,10869,5041.33,184.464,265.717,187.365,166.676,265.717,187.365,166.676,165.301,83350.3,2.36E+06,40.151,131.974,0.915417,1.0299,248
24105.9,11994.5,5260.26,539.895,636.471,469.301,431.83,636.471,469.301,431.83,490.073,787779,6.16E+07,24.9559,-24.6542,1.13815,0.957782,249
32499.1,12800.8,5142.98,311.993,465.278,248.615,221.114,465.278,248.615,221.114,283.765,268362,1.20E+07,35.62,-175.815,1.19389,0.94264,250
44822,16352.6,5495.47,662.883,1280.01,565.507,517.684,1280.01,565.507,517.684,651.125,1.72E+06,1.45E+08,39.4529,7.71391,2.15494,0.774203,251
34768.1,23187.4,4974.28,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,252
20735,8512.53,5120.1,299.75,338.102,284.083,274.012,338.102,284.083,274.012,264.947,215783,9.74E+06,64.3275,124.373,0.936811,1.022,253
14384.8,9207.2,5105.81,147.731,260.685,138.412,134.541,260.685,138.412,134.541,151.161,70307.5,1.81E+06,54.5506,93.8023,0.939536,1.02101,254
19247.1,10659.8,5054.36,166.564,224.408,123.805,126.522,224.408,126.522,123.805,142.974,60241.4,1.53E+06,69.2744,165.354,0.825455,1.06603,255
30554.1,10935.7,5462.15,644.708,888.193,542.736,535.57,888.193,542.736,535.57,558.875,1.13E+06,9.14E+07,31.9252,-176.203,1.54117,0.865731,256
26691.4,11172.7,5039.05,149.334,207.945,134.575,108.136,207.945,134.575,108.136,128.575,48321.8,1.11E+06,76.5505,9.73561,0.80546,1.07478,257
37277.6,11938.9,5084.01,318.45,423.503,224.322,196.597,423.503,224.322,196.597,238.405,190830,7.09E+06,80.6673,117.088,1.22065,0.935699,258
30892.9,11999.4,5080.64,166.552,346.078,158.486,125.985,346.078,158.486,125.985,171.545,108010,2.64E+06,80.6175,-81.0016,1.59471,0.855932,259
46592.1,18117.8,5321.79,599.44,830.035,457.117,441.936,830.035,457.117,441.936,531.779,990054,7.87E+07,37.8683,116.43,1.38401,0.897334,260
34890.5,21814.3,5093.74,245.535,301.022,235.432,213.849,301.022,235.432,213.849,212.272,136555,5.01E+06,53.8835,-34.163,0.897654,1.03665,261
33016.6,25775.8,5199.35,431.53,483.329,396.978,410.246,483.329,410.246,396.978,390.429,487591,3.12E+07,72.2839,-12.3296,1.05552,0.98215,262
16051.1,7059.58,5157.22,276.062,324.793,234.106,239.57,324.793,239.57,234.106,235.247,174703,6.82E+06,62.9166,-168.416,1.01461,0.995176,263
32566,9410.97,5116.77,141.428,210.206,130.808,124.83,210.206,130.808,124.83,128.575,46771,1.11E+06,30.2176,156.404,0.730374,1.11041,264
16184.4,9952.79,5139.24,268.923,338.275,221.745,235.627,338.275,235.627,221.745,235.247,169600,6.82E+06,65.5902,95.4195,0.928286,1.02512,265
47031.1,10017.6,5103.82,136.441,179.306,122.834,91.1546,179.306,122.834,91.1546,116.818,37270.9,834695,90,45,0.657057,1.15027,266
38550.7,11762.1,5103.82,56.9266,108.286,80.1133,52.6118,108.286,80.1133,52.6118,80.9971,15151.1,278232,0,90,0.397256,1.36033,267
49780.8,12839.9,5147,155.779,274.09,161.37,153.325,274.09,161.37,153.325,158.546,77959.1,2.09E+06,36.0541,-142.779,0.962083,1.01297,268
51763.6,6995.08,5129.72,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,269
48742.1,8941.39,5204.21,199.911,298.859,156.495,138.132,298.859,156.495,138.132,161.994,83480.2,2.23E+06,35.2826,-123.328,1.03826,0.987564,270
45493.9,10337.2,5155.63,124.36,147.017,75.272,55.9578,147.017,75.272,55.9578,102.05,27209,556463,0,90,0.575193,1.20244,271
21829.1,11396.9,5156.87,177.123,342.046,118.632,147.036,342.046,147.036,118.632,177.364,100943,2.92E+06,80.3178,54.8161,1.06557,0.979054,272
33073.8,12772.5,5184.13,195.289,277.788,165.015,172.99,277.788,172.99,165.015,174.503,92980,2.78E+06,80.113,-69.1555,0.918129,1.02888,273
29652.5,13310,5252.2,271.529,315.347,281.226,264.068,315.347,281.226,264.068,244.482,182185,7.65E+06,86.1156,66.6,0.913285,1.0307,274
38472.9,19171.7,5181.54,201.322,216.161,95.1338,70.6832,216.161,95.1338,70.6832,128.575,53863.7,1.11E+06,45,-90,1.11558,0.964198,275
30445.2,7587.26,5211.15,136.441,179.306,113.459,125.017,179.306,125.017,113.459,122.977,41245.4,973811,35.2644,135,0.654224,1.15193,276
20558.4,7732.21,5325.88,307.422,479.817,274.207,240.551,479.817,274.207,240.551,281.548,262718,1.17E+07,51.4039,-152.003,1.1741,0.947905,277
21301.5,7924.18,5244.08,223.131,276.068,241.573,211.732,276.068,241.573,211.732,197.511,117528,4.03E+06,38.6466,177.302,0.881909,1.04278,278
18788.5,8930.6,5291.65,275.205,365.918,242.412,208.371,365.918,242.412,208.371,233.636,173562,6.68E+06,34.4485,27.1506,1.03675,0.988043,279
26302.8,10629.4,5305.45,366.769,432.785,303.642,290.695,432.785,303.642,290.695,312.626,310816,1.60E+07,50.1969,-169.911,1.03731,0.987865,280
40865.1,10702.8,5221.84,167.579,199.457,130.572,116.035,199.457,130.572,116.035,133.723,52292.2,1.25E+06,49.1185,-2.03362,0.806528,1.0743,281
45162.3,11036.7,5233.36,166.281,232.542,158.275,139.01,232.542,158.275,139.01,158.546,73301.7,2.09E+06,45,-90,0.79975,1.07733,282
44377.6,7180.73,5445.91,463.178,527.013,432.267,414.972,527.013,432.267,414.972,396.718,508571,3.27E+07,61.0707,-114.137,1.08821,0.972214,283
48415.7,8158.99,5332.35,301.947,389.536,245.262,234.052,389.536,245.262,234.052,261.106,214276,9.32E+06,53.3188,-116.521,1.00131,0.999564,284
32276.2,10182.8,5320.6,415.538,454.793,232.091,220.687,454.793,232.091,220.687,296.393,295621,1.36E+07,79.4677,-73.1967,1.22899,0.933577,285
46944.8,11373.5,5233.36,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,286
26566.5,12009.5,5346.5,267.753,310.805,274.207,247.897,310.805,274.207,247.897,235.247,170230,6.82E+06,77.8805,149.968,0.938666,1.02132,287
38032.5,12332.1,5233.36,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,288
25100.2,12504.8,5267.9,167.245,235.432,118.632,130.008,235.432,130.008,118.632,147.181,64777.6,1.67E+06,83.542,-107.867,0.862395,1.05059,289
28931.4,12704.8,5285.17,221.106,300.512,175.361,202.72,300.512,202.72,175.361,201.951,122946,4.31E+06,69.4369,-153.706,0.883515,1.04215,290
29082.3,13112.8,5271.35,177.431,222.574,188.106,163.366,222.574,188.106,163.366,158.546,73850.3,2.09E+06,45,2.29E-06,0.817842,1.06933,291
31935.6,13506.5,5233.36,91.9973,151.404,61.9024,61.7157,151.404,61.9024,61.7157,92.7185,21665.8,417347,90,45,0.516269,1.24655,292
36330,20322.7,5288.87,171.724,268.388,161.13,130.214,268.388,161.13,130.214,154.942,74407.4,1.95E+06,42.0925,-30.1437,0.960256,1.01361,293
37472.5,21871.1,5357.57,266.895,390.484,273.722,241.968,390.484,273.722,241.968,268.679,223600,1.02E+07,55.4991,-40.7434,0.958435,1.01425,294
34370.9,25968.1,5384.92,338.981,452.732,312.991,287.081,452.732,312.991,287.081,317.093,317046,1.67E+07,58.4245,-18.3762,1.01111,0.996323,295
17455.6,11515.4,5467.9,593.834,741.192,340.35,290.154,741.192,340.35,290.154,431.315,725253,4.20E+07,64.6074,107.719,1.91095,0.805843,296
40068.1,11310.6,5351.79,125.614,224.643,134.155,90.7027,224.643,134.155,90.7027,122.977,45193.6,973811,45,-90,0.860655,1.05129,297
25467.3,13653.4,5311.08,137.005,179.306,113.459,128.255,179.306,128.255,113.459,128.575,44239.6,1.11E+06,90,0,0.618084,1.17395,298
20654.9,9320.29,5375.85,157.608,213.424,124.417,107.326,213.424,124.417,107.326,128.575,48321.8,1.11E+06,76.5505,99.7356,0.80546,1.07478,299
31462.1,9586.16,5512.17,399.021,559.721,325.005,293.43,559.721,325.005,293.43,354.728,433308,2.34E+07,83.253,-59.5026,1.31694,0.912315,300
49094.1,14229.7,5472.24,296.846,417.964,276.749,270.587,417.964,276.749,270.587,273.499,242310,1.07E+07,33.7532,-63.5938,1.09629,0.969819,301
33848.2,19625.3,5425.95,234.426,430.889,230.777,200.799,430.889,230.777,200.799,241.482,207531,7.37E+06,84.1701,151.875,1.45376,0.882747,302
33968.9,23456.9,5443.92,244.646,341.225,232.673,228.044,341.225,232.673,228.044,232.002,167604,6.54E+06,43.6466,-32.2485,0.973762,1.0089,303
51763.6,6995.08,5388.8,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,304
43538.4,8370.18,6048.72,954.523,1920.97,614.459,413.641,1920.97,614.459,413.641,689.734,2.55E+06,1.72E+08,38.3286,-113.646,4.96034,0.586358,305
18095.1,9377.15,5437.74,217.481,369.459,170.188,204.209,369.459,204.209,170.188,212.272,148902,5.01E+06,89.5547,80.7244,1.16383,0.950686,306
14772.7,9832.42,5465.63,209.787,294.035,203.936,185.233,294.035,203.936,185.233,197.511,119524,4.03E+06,43.2896,110.693,0.927609,1.02536,307
16892.3,11016.3,5542.95,589.149,860.246,386.76,360.894,860.246,386.76,360.894,473.279,886383,5.55E+07,84.6451,86.3668,1.99854,0.793893,308
5978.7,11642.5,5432.65,149.607,260.685,138.412,142.076,260.685,142.076,138.412,151.161,68890.8,1.81E+06,48.6135,93.966,0.883877,1.042,309
36529.9,12720.7,5388.8,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,310
35649,23420.6,5388.8,51.8154,56.7295,56.7295,51.8154,56.7295,56.7295,51.8154,64.2874,8065.75,139116,90,0,0.239733,1.60975,311
24572.3,8122.06,5521.87,258.276,288.177,221.745,215.157,288.177,221.745,215.157,226.957,156679,6.12E+06,88.102,100.328,0.907649,1.03283,312
19935.6,8612.59,5855.74,609.832,928.313,488.576,431.685,928.313,488.576,431.685,544.919,1.13E+06,8.47E+07,20.8099,11.2732,1.78488,0.824385,313
20829.8,8523.63,5440.62,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,314
14958.1,9318.66,5587.96,381.181,441.125,357.85,335.467,441.125,357.85,335.467,339.285,360175,2.05E+07,75.7237,71.4273,0.987872,1.00408,315
12995.6,9436.37,5623.07,401.385,422.798,367.02,361.248,422.798,367.02,361.248,352.604,393311,2.30E+07,55.0562,113.05,1.02102,0.993089,316
14112.3,9485.92,5473.93,177.064,240.399,161.837,128.403,240.399,161.837,128.403,154.942,70882.5,1.95E+06,70.0096,100.664,0.830149,1.06402,317
5613.33,9980.63,5543.01,241.76,327.063,234.667,214.623,327.063,234.667,214.623,223.465,162441,5.84E+06,40.868,74.6656,1.11016,0.965765,318
26978.6,9974.46,5475.16,134.789,179.306,124.417,94.842,179.306,124.417,94.842,116.818,37266.4,834695,45,180,0.656816,1.15041,319
17928.1,10440.8,5440.62,63.9759,117.632,56.7295,52.3424,117.632,56.7295,52.3424,80.9971,15146.6,278232,90,90,0.396898,1.36074,320
37947.4,10897.2,5990.47,1351.04,2138.68,596.007,564.766,2138.68,596.007,564.766,655.689,2.84E+06,1.48E+08,58.9752,-74.423,9.27368,0.475973,321
35467.6,12850.2,5440.62,60.9199,114.147,71.4004,52.2807,114.147,71.4004,52.2807,80.9971,15146.6,278232,90,0,0.396898,1.36074,322
28015.9,16041.4,5530.02,268.65,390.134,230.894,227.139,390.134,230.894,227.139,238.405,184185,7.09E+06,57.1644,-145.594,1.09754,0.969453,323
34913.9,24175.1,5515.1,166.717,292.649,152.356,118.305,292.649,152.356,118.305,161.994,81817.1,2.23E+06,81.0317,-11.1779,0.977431,1.00764,324
